id,isim,soyisim,yas,yillik_gelir,satin_alma_miktari
3495,Zeynep,Güler,54,118451,16
3496,Emre,Yılmaz,47,32663,3
3497,Hüseyin,Korkmaz,43,61108,7
3498,Hüseyin,Çelik,53,125568,1
3499,Zeynep,Çelik,25,35023,10
3500,Selin,Korkmaz,18,45724,16
3501,Mehmet,Doğan,18,59135,17
3502,Ayşe,Arslan,26,146080,12
3503,Ahmet,Demir,21,78670,1
3504,Emre,Çelik,24,127622,14
3505,Emre,Arslan,55,60906,3
3506,Zeynep,Güler,25,30508,19
3507,Ayşe,Kaya,69,72431,10
3508,Emre,Öztürk,31,72031,8
3509,Emre,Çelik,36,140302,19
3510,Elif,Demir,35,139917,6
3511,Elif,Kaya,21,93453,19
3512,Mehmet,Şahin,26,117230,1
3513,Elif,Çelik,65,76774,8
3514,Ali,Öztürk,61,41779,2
3515,Selin,Güler,21,135822,10
3516,Ahmet,Yılmaz,62,75872,19
3517,Ahmet,Şahin,29,99435,8
3518,Hüseyin,Yılmaz,67,83513,16
3519,Ali,Demir,68,94511,9
3520,Hüseyin,Çelik,28,149700,1
3521,Ayşe,Yılmaz,61,42224,17
3522,Mehmet,Çelik,33,69773,3
3523,Ali,Yılmaz,45,102283,13
3524,Hüseyin,Korkmaz,56,96762,10
3525,Emre,Doğan,53,78281,19
3526,Mehmet,Çelik,36,77214,2
3527,Emre,Çelik,53,87617,13
3528,Elif,Yılmaz,39,100462,13
3529,Emre,Arslan,46,43814,4
3530,Fatma,Çelik,51,64771,16
3531,Mehmet,Doğan,43,67268,16
3532,Selin,Yılmaz,28,25846,1
3533,Selin,Korkmaz,19,146618,4
3534,Ahmet,Doğan,39,26171,15
3535,Mehmet,Arslan,43,133723,10
3536,Elif,Şahin,28,120171,5
3537,Fatma,Şahin,59,59327,11
3538,Hüseyin,Demir,31,36643,19
3539,Mehmet,Doğan,69,145155,7
3540,Fatma,Demir,20,86317,19
3541,Ahmet,Kaya,36,111615,4
3542,Ali,Arslan,38,46126,10
3543,Zeynep,Doğan,25,41311,12
3544,Elif,Arslan,58,120470,11
3545,Ali,Kaya,39,90187,13
3546,Selin,Şahin,55,82098,10
3547,Ayşe,Şahin,64,49066,17
3548,Ahmet,Çelik,37,51099,2
3549,Ali,Şahin,44,141658,10
3550,Mehmet,Korkmaz,24,146502,19
3551,Elif,Şahin,18,79839,10
3552,Mehmet,Korkmaz,26,96096,4
3553,Ahmet,Arslan,39,29248,17
3554,Zeynep,Yılmaz,65,37377,2
3555,Selin,Güler,55,97800,14
3556,Hüseyin,Öztürk,21,113109,10
3557,Hüseyin,Öztürk,64,129249,1
3558,Mehmet,Korkmaz,58,28943,9
3559,Ahmet,Yılmaz,59,94830,13
3560,Ali,Arslan,46,144605,12
3561,Ali,Öztürk,54,137727,6
3562,Hüseyin,Demir,57,40722,11
3563,Ali,Şahin,19,95587,18
3564,Elif,Çelik,69,75445,4
3565,Mehmet,Kaya,63,143011,12
3566,Elif,Demir,23,101624,12
3567,Mehmet,Korkmaz,45,130858,8
3568,Emre,Güler,49,65892,8
3569,Mehmet,Şahin,58,94951,17
3570,Fatma,Kaya,27,22318,11
3571,Ayşe,Arslan,25,28123,16
3572,Ali,Öztürk,53,56770,5
3573,Selin,Arslan,65,21643,6
3574,Emre,Kaya,23,43623,11
3575,Ayşe,Öztürk,59,78926,1
3576,Mehmet,Şahin,46,56072,19
3577,Zeynep,Yılmaz,39,104324,13
3578,Ahmet,Güler,29,107187,1
3579,Mehmet,Doğan,21,120618,7
3580,Mehmet,Doğan,36,53241,11
3581,Ali,Şahin,53,47365,11
3582,Hüseyin,Kaya,64,41187,10
3583,Elif,Arslan,59,53303,17
3584,Elif,Güler,35,83313,15
3585,Emre,Yılmaz,65,149374,19
3586,Ahmet,Çelik,45,38710,2
3587,Ahmet,Çelik,65,91930,18
3588,Hüseyin,Kaya,27,101006,13
3589,Selin,Kaya,37,90659,7
3590,Ali,Arslan,25,37276,6
3591,Ahmet,Öztürk,25,128328,18
3592,Ahmet,Güler,55,114216,9
3593,Elif,Arslan,61,46346,15
3594,Ahmet,Güler,62,126645,12
3595,Hüseyin,Güler,64,149980,3
3596,Hüseyin,Şahin,64,62670,6
3597,Ayşe,Öztürk,52,41062,16
3598,Selin,Öztürk,51,30574,3
3599,Selin,Demir,28,41780,19
3600,Selin,Korkmaz,23,26374,4
3601,Selin,Güler,46,98768,12
3602,Mehmet,Öztürk,64,76049,16
3603,Selin,Korkmaz,50,149234,19
3604,Hüseyin,Arslan,37,34412,5
3605,Ahmet,Arslan,57,118749,9
3606,Emre,Arslan,48,137395,10
3607,Ahmet,Çelik,49,28418,2
3608,Mehmet,Çelik,65,99703,14
3609,Mehmet,Güler,65,126936,13
3610,Ali,Arslan,19,120582,14
3611,Fatma,Şahin,50,100779,19
3612,Hüseyin,Öztürk,58,40530,4
3613,Emre,Arslan,67,30866,17
3614,Elif,Korkmaz,63,73481,5
3615,Ali,Öztürk,64,76111,16
3616,Ahmet,Güler,18,92715,2
3617,Elif,Demir,55,90638,17
3618,Emre,Çelik,39,118021,16
3619,Hüseyin,Yılmaz,40,91984,16
3620,Hüseyin,Demir,45,119762,1
3621,Ayşe,Güler,23,100721,11
3622,Ahmet,Şahin,63,44552,17
3623,Mehmet,Öztürk,53,38603,17
3624,Fatma,Yılmaz,63,87864,13
3625,Ayşe,Yılmaz,53,33581,10
3626,Fatma,Yılmaz,58,53907,15
3627,Emre,Arslan,21,111960,1
3628,Ayşe,Korkmaz,46,69807,11
3629,Zeynep,Şahin,45,46287,15
3630,Emre,Arslan,27,20147,1
3631,Fatma,Çelik,61,94610,2
3632,Fatma,Yılmaz,21,51014,3
3633,Zeynep,Doğan,61,26523,19
3634,Ayşe,Demir,29,134111,1
3635,Elif,Yılmaz,69,127568,13
3636,Hüseyin,Kaya,40,86900,12
3637,Ali,Güler,60,145846,8
3638,Hüseyin,Korkmaz,60,143944,14
3639,Zeynep,Yılmaz,22,27461,1
3640,Fatma,Yılmaz,47,41544,2
3641,Mehmet,Demir,62,126192,6
3642,Ali,Demir,20,135372,18
3643,Ayşe,Çelik,48,40662,3
3644,Emre,Arslan,23,109182,7
3645,Ali,Öztürk,65,147368,5
3646,Fatma,Öztürk,30,101271,16
3647,Ali,Şahin,35,117726,19
3648,Hüseyin,Öztürk,33,89840,19
3649,Ali,Arslan,59,43530,13
3650,Ayşe,Güler,42,90830,14
3651,Fatma,Demir,39,58685,1
3652,Ahmet,Güler,58,65897,3
3653,Elif,Öztürk,21,48932,3
3654,Fatma,Doğan,64,42148,1
3655,Ayşe,Yılmaz,66,44608,16
3656,Emre,Yılmaz,49,91943,5
3657,Ahmet,Doğan,24,134828,5
3658,Ali,Doğan,69,68238,11
3659,Mehmet,Güler,51,30966,10
3660,Elif,Korkmaz,65,113574,13
3661,Mehmet,Korkmaz,29,114228,3
3662,Ayşe,Yılmaz,57,98827,12
3663,Selin,Yılmaz,26,59837,13
3664,Mehmet,Korkmaz,21,28401,11
3665,Ayşe,Demir,61,133988,9
3666,Selin,Korkmaz,57,46989,3
3667,Ayşe,Şahin,59,67485,19
3668,Mehmet,Öztürk,43,96713,10
3669,Ali,Korkmaz,63,63764,12
3670,Mehmet,Çelik,24,100034,18
3671,Zeynep,Öztürk,25,30193,7
3672,Fatma,Şahin,58,28579,17
3673,Emre,Korkmaz,47,76638,19
3674,Fatma,Yılmaz,23,145772,13
3675,Emre,Şahin,56,114127,6
3676,Elif,Yılmaz,21,46079,12
3677,Ayşe,Çelik,25,30120,13
3678,Hüseyin,Korkmaz,68,139086,13
3679,Ali,Korkmaz,61,108732,10
3680,Hüseyin,Yılmaz,41,76940,8
3681,Ayşe,Korkmaz,42,137773,6
3682,Ahmet,Demir,68,24596,16
3683,Ali,Öztürk,47,27649,17
3684,Fatma,Şahin,69,91004,1
3685,Ayşe,Yılmaz,35,36025,15
3686,Mehmet,Doğan,61,96749,13
3687,Hüseyin,Öztürk,51,136571,4
3688,Ahmet,Öztürk,66,110141,18
3689,Ahmet,Güler,32,138791,9
3690,Elif,Arslan,60,108538,13
3691,Emre,Şahin,60,69154,13
3692,Emre,Yılmaz,34,74730,17
3693,Ahmet,Korkmaz,65,139172,2
3694,Elif,Çelik,19,112093,13
3695,Zeynep,Arslan,60,69529,7
3696,Ahmet,Çelik,18,90362,12
3697,Ahmet,Demir,69,90067,13
3698,Elif,Doğan,33,49378,14
3699,Elif,Kaya,34,21564,13
3700,Emre,Kaya,26,147416,12
3701,Hüseyin,Öztürk,59,70890,14
3702,Ayşe,Korkmaz,38,117620,15
3703,Zeynep,Arslan,61,74456,17
3704,Ayşe,Çelik,43,92186,18
3705,Ali,Demir,18,78894,2
3706,Ayşe,Öztürk,67,134630,3
3707,Ahmet,Yılmaz,57,147325,10
3708,Elif,Arslan,20,91767,6
3709,Hüseyin,Korkmaz,24,91746,19
3710,Ali,Öztürk,21,60118,15
3711,Mehmet,Arslan,48,63806,17
3712,Emre,Öztürk,31,110435,17
3713,Fatma,Arslan,38,130173,5
3714,Mehmet,Arslan,29,148020,10
3715,Ayşe,Arslan,29,40662,2
3716,Mehmet,Arslan,23,133999,2
3717,Mehmet,Doğan,66,43450,13
3718,Mehmet,Öztürk,34,130014,13
3719,Fatma,Doğan,31,116250,9
3720,Ayşe,Şahin,26,35417,12
3721,Selin,Arslan,45,107288,17
3722,Ali,Şahin,24,98171,13
3723,Fatma,Demir,62,116728,2
3724,Elif,Kaya,60,22757,18
3725,Ahmet,Şahin,22,145901,10
3726,Fatma,Kaya,58,22701,14
3727,Fatma,Kaya,59,143073,7
3728,Elif,Güler,33,40729,15
3729,Ayşe,Korkmaz,18,63750,10
3730,Fatma,Öztürk,57,132653,3
3731,Hüseyin,Demir,55,58970,18
3732,Ahmet,Demir,24,47304,5
3733,Zeynep,Korkmaz,69,133608,19
3734,Selin,Öztürk,47,40964,5
3735,Ahmet,Yılmaz,65,36378,7
3736,Hüseyin,Şahin,43,99995,15
3737,Fatma,Korkmaz,30,144295,19
3738,Selin,Yılmaz,18,69303,3
3739,Selin,Arslan,68,127851,1
3740,Emre,Demir,67,135268,9
3741,Emre,Kaya,46,106705,3
3742,Ali,Demir,25,120930,12
3743,Ahmet,Korkmaz,19,72952,13
3744,Fatma,Yılmaz,62,50396,1
3745,Fatma,Çelik,66,143325,17
3746,Ayşe,Öztürk,68,129023,9
3747,Emre,Şahin,25,29008,9
3748,Elif,Çelik,58,85326,12
3749,Fatma,Öztürk,44,113165,16
3750,Ayşe,Yılmaz,58,47256,18
3751,Mehmet,Doğan,66,149600,5
3752,Selin,Öztürk,64,148733,16
3753,Selin,Yılmaz,40,143497,4
3754,Selin,Doğan,32,103933,13
3755,Ayşe,Çelik,49,59755,17
3756,Zeynep,Kaya,39,89657,15
3757,Elif,Çelik,25,48367,7
3758,Mehmet,Kaya,54,73719,3
3759,Ahmet,Doğan,34,47401,5
3760,Ahmet,Güler,24,83683,19
3761,Ali,Şahin,60,92107,19
3762,Selin,Yılmaz,38,105319,2
3763,Selin,Arslan,56,91804,15
3764,Mehmet,Çelik,22,135678,1
3765,Elif,Doğan,34,116241,16
3766,Hüseyin,Arslan,52,76586,16
3767,Selin,Şahin,65,76976,17
3768,Elif,Güler,65,74466,19
3769,Zeynep,Doğan,32,143098,1
3770,Fatma,Demir,65,127298,11
3771,Zeynep,Arslan,57,94035,10
3772,Emre,Öztürk,33,34388,12
3773,Emre,Demir,42,141821,8
3774,Emre,Kaya,32,104797,2
3775,Ayşe,Yılmaz,28,57673,17
3776,Selin,Yılmaz,22,27435,15
3777,Selin,Şahin,38,34494,13
3778,Selin,Öztürk,59,85716,19
3779,Emre,Demir,58,128212,10
3780,Fatma,Doğan,29,56932,19
3781,Mehmet,Korkmaz,47,123199,5
3782,Zeynep,Yılmaz,21,121375,4
3783,Mehmet,Doğan,62,146884,5
3784,Elif,Demir,44,72630,8
3785,Ayşe,Kaya,45,129414,18
3786,Emre,Arslan,20,125141,19
3787,Elif,Şahin,20,42303,4
3788,Zeynep,Güler,41,55608,5
3789,Selin,Korkmaz,63,138111,3
3790,Ayşe,Yılmaz,46,111304,5
3791,Ahmet,Arslan,36,140838,11
3792,Ahmet,Kaya,65,114075,2
3793,Emre,Arslan,19,33121,8
3794,Fatma,Çelik,22,87313,16
3795,Emre,Arslan,54,116645,6
3796,Fatma,Kaya,35,72915,14
3797,Zeynep,Öztürk,42,28625,16
3798,Hüseyin,Şahin,43,61475,18
3799,Fatma,Çelik,61,102167,7
3800,Ayşe,Korkmaz,30,68665,19
3801,Ahmet,Kaya,52,145957,10
3802,Ayşe,Kaya,39,20738,7
3803,Ali,Güler,68,114590,17
3804,Mehmet,Demir,27,63808,11
3805,Ahmet,Korkmaz,54,29966,14
3806,Ayşe,Güler,61,100651,15
3807,Ayşe,Öztürk,59,122220,16
3808,Ayşe,Kaya,24,87799,12
3809,Mehmet,Çelik,35,144869,12
3810,Mehmet,Arslan,49,116902,19
3811,Ali,Yılmaz,68,108911,18
3812,Ayşe,Şahin,65,38617,5
3813,Selin,Korkmaz,62,103259,6
3814,Selin,Arslan,24,123922,6
3815,Hüseyin,Doğan,68,53735,5
3816,Ahmet,Doğan,34,136394,4
3817,Mehmet,Demir,48,73895,3
3818,Ali,Demir,46,48728,2
3819,Emre,Doğan,29,133926,19
3820,Selin,Yılmaz,50,126909,10
3821,Mehmet,Demir,56,30414,5
3822,Mehmet,Şahin,43,131883,19
3823,Ali,Güler,56,75907,13
3824,Mehmet,Güler,47,55073,1
3825,Fatma,Doğan,20,51788,17
3826,Ahmet,Demir,37,83678,19
3827,Selin,Şahin,30,140082,4
3828,Mehmet,Çelik,36,86223,1
3829,Zeynep,Arslan,18,56862,13
3830,Selin,Çelik,59,131590,16
3831,Emre,Doğan,40,99628,9
3832,Hüseyin,Çelik,35,22914,10
3833,Ayşe,Şahin,60,87126,7
3834,Ahmet,Arslan,22,98265,8
3835,Selin,Öztürk,22,116704,3
3836,Ayşe,Öztürk,36,23355,13
3837,Elif,Demir,23,145754,5
3838,Fatma,Yılmaz,32,61351,12
3839,Fatma,Çelik,28,40138,14
3840,Hüseyin,Demir,68,91651,17
3841,Elif,Yılmaz,47,54768,6
3842,Zeynep,Doğan,37,133778,15
3843,Ayşe,Demir,52,65639,14
3844,Fatma,Doğan,21,59343,14
3845,Elif,Demir,26,71487,7
3846,Ayşe,Demir,44,68788,11
3847,Ahmet,Şahin,36,59273,13
3848,Fatma,Arslan,22,91984,14
3849,Fatma,Güler,25,99108,13
3850,Elif,Arslan,60,20514,5
3851,Emre,Çelik,47,80640,17
3852,Fatma,Güler,53,63883,8
3853,Zeynep,Arslan,33,127165,5
3854,Zeynep,Demir,64,140792,1
3855,Emre,Korkmaz,63,64517,17
3856,Ayşe,Öztürk,21,105386,18
3857,Mehmet,Şahin,21,30137,7
3858,Fatma,Doğan,24,25628,11
3859,Emre,Korkmaz,20,149155,7
3860,Hüseyin,Şahin,55,49760,3
3861,Ahmet,Kaya,42,28137,18
3862,Hüseyin,Öztürk,53,106073,5
3863,Ayşe,Öztürk,21,100452,2
3864,Zeynep,Korkmaz,25,24600,4
3865,Zeynep,Öztürk,45,104440,19
3866,Ayşe,Demir,68,108964,12
3867,Ali,Kaya,20,58368,4
3868,Ayşe,Öztürk,66,23083,8
3869,Elif,Korkmaz,25,149309,3
3870,Mehmet,Şahin,28,102146,12
3871,Zeynep,Kaya,63,139487,15
3872,Ayşe,Arslan,66,43600,5
3873,Ali,Şahin,23,89219,3
3874,Ahmet,Kaya,58,88129,17
3875,Elif,Öztürk,40,25628,19
3876,Elif,Doğan,61,31643,14
3877,Ayşe,Doğan,19,22587,13
3878,Ali,Güler,24,99392,16
3879,Fatma,Yılmaz,46,93612,9
3880,Elif,Doğan,23,122924,14
3881,Elif,Demir,58,142627,2
3882,Emre,Korkmaz,28,55811,15
3883,Zeynep,Öztürk,25,49689,1
3884,Hüseyin,Şahin,47,36502,6
3885,Ayşe,Arslan,54,34005,18
3886,Ahmet,Yılmaz,36,112037,13
3887,Emre,Şahin,65,114087,14
3888,Hüseyin,Doğan,20,95872,2
3889,Selin,Doğan,59,135940,3
3890,Ayşe,Kaya,47,88182,6
3891,Mehmet,Korkmaz,50,90610,8
3892,Zeynep,Korkmaz,67,37499,5
3893,Hüseyin,Kaya,43,96959,8
3894,Elif,Kaya,54,24813,11
3895,Mehmet,Yılmaz,37,53350,14
3896,Ayşe,Arslan,50,26042,5
3897,Ayşe,Arslan,45,67623,5
3898,Zeynep,Korkmaz,44,74493,12
3899,Zeynep,Kaya,46,37507,12
3900,Ayşe,Çelik,63,122685,9
3901,Ayşe,Arslan,41,87837,15
3902,Hüseyin,Güler,36,108342,12
3903,Fatma,Yılmaz,23,95436,7
3904,Hüseyin,Kaya,19,66384,9
3905,Fatma,Çelik,39,120066,9
3906,Emre,Korkmaz,52,101121,15
3907,Elif,Şahin,19,79236,11
3908,Elif,Öztürk,47,99790,18
3909,Mehmet,Güler,63,127823,15
3910,Hüseyin,Korkmaz,52,88058,16
3911,Selin,Güler,32,123031,19
3912,Selin,Arslan,60,34287,5
3913,Ali,Güler,48,85075,14
3914,Fatma,Doğan,27,127733,2
3915,Emre,Çelik,45,81064,9
3916,Mehmet,Öztürk,25,86675,14
3917,Ahmet,Öztürk,30,141896,17
3918,Zeynep,Öztürk,47,50675,18
3919,Ahmet,Şahin,54,31426,14
3920,Elif,Kaya,56,45209,19
3921,Ali,Doğan,46,112582,11
3922,Emre,Demir,67,53051,7
3923,Ayşe,Kaya,39,57490,14
3924,Selin,Arslan,41,131438,15
3925,Mehmet,Arslan,55,51269,16
3926,Zeynep,Yılmaz,38,107114,6
3927,Emre,Korkmaz,31,49027,16
3928,Fatma,Yılmaz,63,25537,8
3929,Emre,Çelik,58,101382,10
3930,Mehmet,Doğan,68,74869,8
3931,Zeynep,Güler,59,47391,18
3932,Selin,Arslan,19,104792,2
3933,Mehmet,Kaya,26,128878,6
3934,Hüseyin,Kaya,57,115354,1
3935,Elif,Şahin,62,140170,11
3936,Elif,Çelik,27,76055,16
3937,Mehmet,Güler,67,33966,2
3938,Selin,Demir,35,120146,9
3939,Elif,Çelik,67,82070,5
3940,Ahmet,Çelik,43,73474,5
3941,Ali,Öztürk,41,91703,6
3942,Elif,Öztürk,58,54523,14
3943,Mehmet,Korkmaz,69,125063,13
3944,Ahmet,Doğan,28,32432,1
3945,Ali,Korkmaz,44,38239,4
3946,Zeynep,Yılmaz,31,147715,15
3947,Elif,Öztürk,49,114417,17
3948,Selin,Arslan,39,127613,11
3949,Mehmet,Doğan,51,31944,10
3950,Mehmet,Öztürk,63,27941,10
3951,Zeynep,Arslan,19,54231,16
3952,Ali,Demir,50,136381,17
3953,Ayşe,Yılmaz,61,88476,17
3954,Ali,Şahin,24,42753,1
3955,Fatma,Öztürk,52,129613,1
3956,Elif,Doğan,48,123951,14
3957,Mehmet,Demir,64,120453,4
3958,Elif,Demir,44,84246,7
3959,Ahmet,Korkmaz,56,64987,12
3960,Elif,Yılmaz,54,112949,8
3961,Ali,Öztürk,35,84775,1
3962,Fatma,Güler,66,31498,18
3963,Mehmet,Demir,30,81781,1
3964,Emre,Arslan,65,23091,9
3965,Ali,Doğan,57,95347,5
3966,Mehmet,Yılmaz,66,134755,7
3967,Ahmet,Öztürk,66,142225,14
3968,Ali,Korkmaz,43,43756,4
3969,Mehmet,Demir,18,125551,7
3970,Emre,Güler,56,23270,10
3971,Zeynep,Şahin,48,117798,13
3972,Elif,Korkmaz,59,24814,13
3973,Ahmet,Güler,65,99298,3
3974,Zeynep,Çelik,54,91573,15
3975,Ali,Arslan,56,132122,8
3976,Ayşe,Çelik,46,106211,14
3977,Hüseyin,Kaya,60,121299,5
3978,Hüseyin,Yılmaz,41,147707,6
3979,Zeynep,Arslan,33,127102,1
3980,Emre,Şahin,56,42559,14
3981,Hüseyin,Yılmaz,56,57491,15
3982,Mehmet,Arslan,40,30721,16
3983,Selin,Öztürk,66,34951,14
3984,Elif,Yılmaz,25,63369,4
3985,Zeynep,Çelik,55,133469,15
3986,Ayşe,Arslan,68,121751,17
3987,Selin,Doğan,20,48085,15
3988,Emre,Yılmaz,31,89280,18
3989,Ayşe,Güler,38,113840,18
3990,Ahmet,Yılmaz,64,60885,5
3991,Mehmet,Arslan,47,144231,17
3992,Ayşe,Arslan,50,25977,3
3993,Ahmet,Güler,37,49107,3
3994,Fatma,Yılmaz,62,141714,4
3995,Emre,Doğan,62,90521,14
3996,Emre,Doğan,40,66345,9
3997,Ahmet,Arslan,40,87464,4
3998,Emre,Doğan,62,27335,1
3999,Zeynep,Öztürk,55,80396,10
4000,Ayşe,Demir,52,57970,2
4001,Selin,Doğan,56,20522,11
4002,Elif,Korkmaz,39,121261,8
4003,Ali,Çelik,46,83135,4
4004,Ahmet,Öztürk,66,125004,4
4005,Ayşe,Güler,52,102272,6
4006,Ahmet,Güler,19,90239,4
4007,Ahmet,Demir,63,29670,6
4008,Ali,Çelik,64,98146,5
4009,Ali,Korkmaz,35,59592,14
4010,Ahmet,Kaya,52,25565,14
4011,Zeynep,Öztürk,61,74264,11
4012,Mehmet,Demir,31,102158,9
4013,Zeynep,Arslan,35,138491,8
4014,Mehmet,Öztürk,49,23541,4
4015,Fatma,Çelik,39,29972,13
4016,Ayşe,Çelik,52,38348,17
4017,Ahmet,Çelik,63,106619,4
4018,Emre,Arslan,19,91648,11
4019,Emre,Demir,23,146719,8
4020,Mehmet,Şahin,65,20552,11
4021,Hüseyin,Çelik,68,125610,18
4022,Elif,Yılmaz,56,125652,11
4023,Elif,Güler,49,96485,10
4024,Elif,Yılmaz,46,65450,6
4025,Hüseyin,Güler,56,48762,19
4026,Selin,Demir,68,147990,8
4027,Elif,Şahin,66,143766,11
4028,Mehmet,Kaya,22,106933,15
4029,Ali,Öztürk,55,109764,1
4030,Ayşe,Kaya,25,27858,1
4031,Mehmet,Öztürk,21,48399,11
4032,Ahmet,Çelik,39,117556,17
4033,Selin,Korkmaz,39,77784,17
4034,Ayşe,Arslan,44,48031,15
4035,Ahmet,Çelik,20,79493,17
4036,Hüseyin,Öztürk,46,146648,11
4037,Elif,Öztürk,65,91097,9
4038,Fatma,Yılmaz,50,56498,3
4039,Elif,Yılmaz,55,144306,16
4040,Fatma,Korkmaz,51,56380,1
4041,Ali,Öztürk,53,37282,6
4042,Fatma,Korkmaz,50,91217,19
4043,Elif,Kaya,57,49999,14
4044,Ali,Arslan,35,37587,5
4045,Selin,Kaya,27,79875,13
4046,Hüseyin,Şahin,53,87318,10
4047,Fatma,Öztürk,62,71920,6
4048,Ayşe,Şahin,40,122513,10
4049,Hüseyin,Kaya,23,33774,17
4050,Emre,Öztürk,40,144302,4
4051,Selin,Öztürk,27,96552,6
4052,Zeynep,Yılmaz,19,127454,12
4053,Fatma,Yılmaz,61,124197,12
4054,Hüseyin,Yılmaz,23,32612,19
4055,Fatma,Güler,60,29771,7
4056,Ayşe,Demir,22,22469,9
4057,Ali,Öztürk,25,22501,13
4058,Selin,Korkmaz,37,59726,6
4059,Hüseyin,Demir,68,34532,2
4060,Ahmet,Güler,69,111177,6
4061,Ayşe,Öztürk,56,116142,2
4062,Mehmet,Öztürk,31,106544,9
4063,Ahmet,Şahin,29,149240,1
4064,Hüseyin,Şahin,41,25301,2
4065,Hüseyin,Güler,56,80186,19
4066,Fatma,Güler,29,37465,15
4067,Ayşe,Çelik,58,46377,14
4068,Selin,Öztürk,49,140368,6
4069,Ahmet,Demir,21,124532,6
4070,Emre,Arslan,20,68218,2
4071,Hüseyin,Arslan,25,134688,7
4072,Selin,Yılmaz,20,20205,1
4073,Ahmet,Şahin,43,100003,15
4074,Ayşe,Yılmaz,64,68450,16
4075,Elif,Arslan,23,44586,12
4076,Ahmet,Yılmaz,34,43533,2
4077,Fatma,Kaya,68,121072,15
4078,Ali,Korkmaz,26,31963,8
4079,Ali,Demir,35,115746,3
4080,Hüseyin,Arslan,68,113126,14
4081,Zeynep,Yılmaz,46,130012,9
4082,Elif,Güler,32,146960,6
4083,Fatma,Şahin,24,114524,3
4084,Mehmet,Korkmaz,31,21887,8
4085,Fatma,Demir,46,71356,4
4086,Ayşe,Doğan,21,53269,14
4087,Fatma,Güler,62,77528,19
4088,Elif,Öztürk,56,124276,8
4089,Hüseyin,Güler,65,77361,15
4090,Ali,Arslan,22,123419,2
4091,Mehmet,Korkmaz,18,42451,8
4092,Selin,Demir,29,135476,17
4093,Fatma,Korkmaz,56,126843,7
4094,Ayşe,Güler,24,88242,13
4095,Elif,Çelik,69,123922,8
4096,Ali,Güler,38,93925,16
4097,Emre,Öztürk,24,44275,6
4098,Emre,Doğan,34,22609,10
4099,Ali,Korkmaz,18,37921,13
4100,Emre,Şahin,21,90799,16
4101,Ali,Arslan,23,139120,11
4102,Zeynep,Öztürk,65,132013,18
4103,Fatma,Kaya,57,83304,1
4104,Ayşe,Şahin,34,90442,11
4105,Ayşe,Yılmaz,43,123013,6
4106,Emre,Korkmaz,48,44307,2
4107,Hüseyin,Yılmaz,45,71460,6
4108,Ali,Şahin,29,37318,11
4109,Ayşe,Çelik,58,66712,17
4110,Ali,Doğan,18,37350,7
4111,Ali,Kaya,51,23955,6
4112,Mehmet,Yılmaz,43,78289,14
4113,Mehmet,Güler,32,69579,15
4114,Ayşe,Demir,66,73081,3
4115,Ahmet,Arslan,52,128158,7
4116,Elif,Arslan,58,24000,15
4117,Zeynep,Arslan,68,137983,17
4118,Ayşe,Korkmaz,68,109386,14
4119,Zeynep,Öztürk,61,84829,17
4120,Ahmet,Demir,56,69269,3
4121,Zeynep,Demir,37,104289,4
4122,Elif,Demir,60,49659,7
4123,Ahmet,Yılmaz,52,90080,8
4124,Fatma,Korkmaz,56,128988,2
4125,Selin,Korkmaz,39,80160,18
4126,Ali,Öztürk,38,50607,16
4127,Zeynep,Öztürk,44,21664,11
4128,Ali,Güler,53,93954,15
4129,Emre,Çelik,45,48647,6
4130,Zeynep,Güler,21,54074,5
4131,Ahmet,Şahin,43,36609,8
4132,Hüseyin,Demir,25,65809,14
4133,Ayşe,Öztürk,22,23201,17
4134,Ayşe,Öztürk,22,127068,13
4135,Mehmet,Kaya,27,149247,11
4136,Elif,Kaya,22,41914,14
4137,Selin,Korkmaz,51,97437,14
4138,Ali,Demir,67,75715,5
4139,Hüseyin,Kaya,28,41674,18
4140,Elif,Şahin,41,36475,12
4141,Mehmet,Arslan,66,109812,18
4142,Ali,Yılmaz,50,83420,9
4143,Fatma,Güler,31,91955,17
4144,Hüseyin,Doğan,39,131315,10
4145,Fatma,Güler,46,119721,17
4146,Selin,Korkmaz,41,130716,3
4147,Ayşe,Arslan,66,88549,5
4148,Mehmet,Korkmaz,23,104783,1
4149,Hüseyin,Çelik,20,121310,14
4150,Ahmet,Yılmaz,18,60322,18
4151,Selin,Demir,27,77311,9
4152,Selin,Arslan,25,62891,4
4153,Ahmet,Güler,47,72081,14
4154,Ayşe,Demir,39,65329,2
4155,Zeynep,Kaya,34,41700,18
4156,Emre,Doğan,32,54255,7
4157,Mehmet,Çelik,37,125401,13
4158,Ali,Demir,55,58273,18
4159,Zeynep,Öztürk,44,126880,3
4160,Fatma,Kaya,30,88099,9
4161,Ahmet,Doğan,33,105048,12
4162,Ali,Arslan,37,47970,10
4163,Ali,Şahin,36,24294,19
4164,Emre,Demir,60,79072,10
4165,Elif,Korkmaz,20,126818,10
4166,Ayşe,Arslan,34,26094,18
4167,Selin,Güler,29,147094,2
4168,Emre,Arslan,53,132162,15
4169,Fatma,Kaya,27,147980,6
4170,Fatma,Şahin,27,128895,9
4171,Zeynep,Doğan,48,109976,4
4172,Fatma,Doğan,40,125276,14
